rownames	cd14_sample1	cd14_sample2	cd4_sample1	cd4_sample2	cd14_sample3	cd14_sample4	cd14_sample5	cd14_sample6	cd4_sample3	cd4_sample4	cd4_sample5	cd4_sample6
COX8C	0	0	5	0	0	0	0	0	0	0	0	0
CP	102	169	235	86	124	250	230	248	155	146	304	198
CPA1	0	0	6	1	0	0	0	0	1	0	0	0
CPA2	0	0	0	0	0	0	0	0	0	0	0	0
CPA3	1	1	3	3	0	9	0	0	0	0	0	0
CPA4	6	1	14	1	0	0	4	0	1	0	1	10
CPA5	0	0	0	0	0	0	0	2	46	12	20	21
CPA6	0	46	6	1	25	0	0	0	0	0	0	0
CPAMD8	57	186	19	2	267	90	738	604	9	32	39	55
CPB1	9	0	5	0	0	0	0	0	0	0	0	0
CPB2	18	1	14	17	9	15	21	9	9	12	3	8
CPB2-AS1	18	5	19	6	18	5	4	0	5	0	2	18
CPD	3,773	7,159	335	892	5,673	7,865	7,221	7,685	1,567	2,095	1,537	1,627
CPE	10	1	6	14	159	367	48	0	45	1	0	5
CPEB1	9	0	10	0	0	1	19	1	30	22	52	49
CPEB1-AS1	9	0	0	0	0	0	0	0	0	0	0	0
CPEB2	343	109	376	228	382	362	527	312	112	153	248	242
CPEB2-AS1	17	3	10	0	0	0	0	0	0	0	0	0
CPEB3	223	76	208	58	164	658	531	503	292	95	286	252
CPEB4	1,665	1,848	461	477	2,362	2,302	1,320	2,037	578	357	486	529
CPED1	431	374	10	35	0	293	765	2,123	1	0	5	2
CPLX1	0	0	0	1	0	0	0	0	5	17	11	5
CPLX2	1	0	4	3	0	14	0	0	6	2	1	10
CPLX3	0	0	0	0	0	0	0	1	0	2	0	0
CPLX4	11	0	0	0	0	0	5	0	0	0	0	0
CPM	1,553	1,081	305	48	673	3,010	2,358	3,093	101	58	66	131
CPN1	3	0	5	0	0	0	3	0	0	0	0	3
CPN2	27	0	102	1	0	0	38	0	1	0	0	3
CPNE1	1,901	2,268	2,817	3,348	7,136	4,898	6,109	3,883	7,835	6,955	7,374	4,640
CPNE2	1,607	2,424	136	32	3,824	3,113	2,825	2,408	493	242	358	714
CPNE3	3,214	3,249	1,754	1,653	2,987	4,439	4,332	6,119	3,902	4,188	4,266	3,454
CPNE4	0	5	10	5	0	1	0	0	0	0	0	0
CPNE5	5	0	14	0	193	50	120	116	32	16	16	0
CPNE6	0	0	0	0	0	0	0	0	0	0	0	0
CPNE7	0	0	0	0	0	0	0	0	19	51	152	31
CPNE8	1,853	965	266	20	1,303	2,267	2,786	3,107	198	183	62	169
CPNE9	0	0	0	1	0	27	29	9	4	9	16	0
CPO	0	0	3	1	0	0	0	0	0	5	0	8
CPOX	363	711	395	650	679	1,041	1,071	956	742	723	910	520
CPPED1	10,562	11,296	202	137	18,996	22,750	25,019	32,417	304	810	626	695
CPQ	4,298	2,994	694	1,059	7,838	4,861	6,650	9,351	1,680	1,204	1,603	1,627
CPS1	23	3	34	10	0	0	6	0	10	15	42	13
CPS1-IT1	38	0	0	5	0	0	31	0	0	0	0	0
CPSF1	1,109	1,444	654	1,588	2,801	2,137	1,927	4,324	2,484	2,948	2,396	4,689
CPSF2	1,334	553	898	534	1,870	2,728	1,620	2,551	1,579	2,254	1,446	1,144
CPSF3	1,536	2,192	645	968	3,936	3,768	1,847	3,399	2,677	1,845	2,008	1,590
CPSF3L	1,481	530	1,124	1,298	5,408	3,603	4,085	3,704	3,560	3,242	4,091	4,229
CPSF4	118	287	62	370	1,035	804	559	590	674	637	614	754
CPSF4L	0	0	0	0	0	0	1	0	0	0	0	0
CPSF6	1,911	2,030	3,035	2,310	4,720	4,402	3,930	3,992	5,010	6,112	4,697	4,422
CPSF7	449	603	804	802	1,371	1,286	1,590	1,349	1,151	1,536	1,337	1,424
CPT1A	964	986	255	183	1,788	1,752	1,321	923	874	1,228	894	344
CPT1B	103	477	315	1,067	679	959	205	621	1,590	1,625	241	3,554
CPT1C	2	0	4	0	0	0	0	0	7	1	31	0
CPT2	374	1,762	385	615	3,096	2,767	1,554	1,894	2,043	1,718	1,542	1,008
CPTP	183	361	274	575	889	707	470	443	580	676	767	616
CPVL	27,621	26,996	368	284	45,618	50,437	64,586	89,723	193	271	258	242
CPXCR1	1	0	0	0	0	0	0	0	0	0	0	0
CPXM1	4	0	0	31	58	8	0	0	11	0	0	2
CPXM2	16	71	52	5	0	2	15	0	2	0	2	12
CPZ	0	0	0	0	0	0	0	0	0	0	0	0
CR1	3,395	5,287	199	151	11,439	9,550	4,196	4,757	111	550	258	557
CR1L	2	13	19	0	1	6	31	10	0	0	0	1
CR2	16	0	248	5	7	1	1	5	60	170	573	358
CRABP1	0	0	0	0	0	0	0	0	0	0	0	0
CRABP2	6	1	0	0	7	8	0	2	0	3	0	0
CRACR2A	56	6	156	24	333	368	86	140	417	492	423	545
CRACR2B	15	106	0	24	140	46	123	101	0	0	0	33
CRADD	93	278	101	140	613	468	412	407	418	240	404	370
CRAMP1L	341	42	340	253	205	408	532	560	372	357	272	749
CRAT	640	610	140	12	4,498	1,952	1,595	1,571	753	812	684	688
CRAT37	48	2	45	29	0	1	4	0	14	2	3	16
CRAT40	0	0	0	0	0	0	0	0	0	0	0	0
CRAT8	13	0	0	0	1	0	0	0	0	0	0	6
CRB1	41	95	238	66	1	0	18	2	50	0	0	1
CRB2	56	68	4	0	13	1	0	8	6	2	2	2
CRB3	0	0	0	0	3	1	3	0	98	163	69	44
CRBN	2,393	3,243	3,301	2,439	4,886	4,714	4,794	5,414	9,757	8,708	9,097	6,693
CRCP	492	889	258	458	978	1,325	811	912	1,212	1,267	864	1,364
CRCT1	1	0	0	0	0	0	0	0	0	0	0	0
CREB1	2,228	888	1,565	2,053	1,461	2,290	3,048	4,146	2,954	3,391	3,107	2,893
CREB3	508	329	690	528	2,385	2,442	1,825	2,292	1,335	1,590	1,670	1,308
CREB3L1	0	0	0	0	4	1	4	3	0	8	0	7
CREB3L2	811	590	494	591	917	1,379	1,346	1,209	694	1,109	1,176	830
CREB3L3	0	0	0	0	9	0	0	0	0	12	61	0
CREB3L4	58	90	85	62	57	149	125	240	211	144	118	195
CREB5	4,159	8,239	182	215	6,297	7,401	5,886	4,505	56	5	7	36
CREBBP	1,603	1,691	1,782	1,015	2,843	2,072	2,459	2,815	1,881	1,981	2,058	3,102
CREBL2	1,359	1,686	1,262	1,095	1,208	2,173	2,278	2,347	2,761	3,359	4,413	3,477
CREBRF	2,277	2,887	3,030	2,681	1,379	1,891	2,836	4,015	5,676	4,808	4,701	5,781
CREBZF	2,000	2,746	3,944	3,674	2,438	2,978	5,534	4,518	10,174	7,325	10,413	9,466
CREG1	7,401	5,657	264	337	23,396	30,009	17,876	21,998	1,252	1,434	1,332	1,028
CREG2	8	222	0	0	25	0	0	0	0	4	11	20
CRELD1	310	193	274	610	318	650	1,201	1,385	732	1,184	1,601	1,949
CRELD2	263	326	257	737	2,286	2,205	1,299	1,292	1,050	1,140	1,130	1,031
CREM	76	43	345	255	510	483	461	466	501	725	584	441
CRH	2	0	0	0	30	0	0	0	0	0	2	0
CRHBP	51	0	32	31	11	42	9	3	3	0	0	0
CRHR1	1	0	0	0	0	0	0	0	0	0	0	0
CRHR1-IT1	25	8	50	111	25	6	19	27	107	154	183	227
CRHR2	8	1	45	0	15	2	48	1	0	4	0	2
CRIM1	197	200	93	137	98	130	125	248	89	60	110	195
CRIP1	3,071	3,211	1,629	2,276	5,071	5,496	11,735	9,443	3,935	4,511	8,252	7,191
CRIP2	145	0	1,092	875	29	33	189	115	3,057	1,817	3,095	3,813
CRIP3	9	1	21	2	7	3	23	50	4	6	18	14
CRIPAK	354	107	337	780	425	351	425	215	468	342	210	707
CRIPT	633	967	1,208	1,102	1,696	2,073	1,688	1,229	1,975	2,032	1,878	1,787
CRISP1	29	0	35	0	0	0	0	28	3	0	0	2
CRISP2	8	12	28	0	0	0	5	0	0	0	0	0
CRISP3	21	0	54	24	0	0	6	0	0	0	0	0
CRISPLD1	168	151	260	2	0	0	0	0	16	2	0	1
CRISPLD2	5,143	3,041	109	31	3,174	9,303	6,835	7,488	55	24	77	67
CRK	1,511	2,031	748	858	4,269	4,181	2,788	2,576	1,750	1,645	1,676	1,715
CRKL	1,754	3,724	3,289	2,880	3,869	5,323	5,717	4,913	5,549	6,879	7,836	4,799
CRLF1	0	0	0	0	0	0	0	0	0	0	0	0
CRLF2	0	0	0	0	0	0	0	0	0	0	0	0
CRLF3	3,469	6,339	3,558	4,038	6,382	7,592	9,617	7,872	8,576	8,830	10,715	7,629
CRLS1	1,228	1,188	853	590	4,434	3,698	2,138	2,187	1,558	1,419	1,497	987
CRMP1	3	5	0	0	0	0	30	9	10	0	1	0
CRNDE	1	0	1	1	20	3	38	0	10	0	0	1
CRNKL1	927	1,551	776	1,075	1,521	2,715	1,946	1,901	2,211	1,915	2,301	1,414
CRNN	6	0	0	0	0	0	0	0	0	0	0	0
CROCC	186	69	273	538	127	179	481	84	662	526	1,056	878
CROCCP2	526	610	658	633	1,057	871	1,042	1,111	1,447	1,161	1,938	2,366
CROCCP3	419	108	355	577	29	231	39	169	278	473	459	602
CROT	143	388	512	697	36	102	210	266	882	1,274	694	779
CRP	0	0	23	0	0	0	1	0	0	0	0	0
CRSP8P	29	98	107	0	0	1	49	0	6	0	10	7
CRTAC1	9	0	0	0	1	0	0	0	15	0	0	0
CRTAM	133	4	53	3	140	259	292	365	2	69	193	266
CRTAP	5,431	7,670	1,757	1,428	12,382	9,286	17,068	16,406	3,396	2,321	3,707	3,280
CRTC1	163	16	342	503	166	143	179	212	283	267	183	473
CRTC2	682	1,158	751	1,349	2,414	1,529	1,499	1,812	1,639	1,494	1,433	2,040
CRTC3	770	659	1,152	2,080	2,768	1,476	1,703	1,408	3,906	2,889	2,457	3,030
CRTC3-AS1	11	4	0	0	0	0	0	1	3	2	0	6
CRX	68	55	216	50	16	8	46	8	15	3	2	19
CRY1	284	291	1,045	1,186	626	306	810	1,513	1,847	1,774	2,273	1,924
CRY2	669	580	797	1,209	1,448	1,000	1,223	1,349	2,536	2,646	2,660	2,695
CRYAA	0	0	0	0	0	0	0	0	0	0	0	0
CRYAB	0	0	17	0	0	0	0	0	0	0	0	1
CRYBA1	15	1	22	0	4	1	1	0	4	0	2	0
CRYBA2	0	1	0	0	0	0	0	0	0	0	0	0
CRYBA4	1	0	1	0	0	0	1	0	17	4	1	4
CRYBB1	2	0	1	0	54	44	1	13	0	1	1	0
CRYBB2	5	1	4	9	18	0	5	6	9	0	9	9
CRYBB2P1	324	180	156	657	822	809	570	502	694	895	801	811
CRYBB3	0	0	0	19	0	0	0	0	0	0	0	0
CRYBG3	628	1,802	447	153	490	1,279	1,138	1,371	130	290	299	250
CRYGA	0	0	6	0	0	0	0	0	1	0	0	2
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0
CRYGC	1	0	0	0	0	0	1	0	0	0	0	0
CRYGD	2	0	0	7	0	0	0	0	0	0	0	0
CRYGN	0	0	0	0	0	0	26	5	6	2	30	42
CRYGS	26	5	102	125	34	38	53	52	109	93	71	136
CRYL1	270	362	251	575	2,635	1,455	1,882	2,276	1,487	1,153	1,366	1,168
CRYM	3	2	6	0	0	0	0	0	0	0	0	0
CRYM-AS1	23	4	57	1	3	15	39	51	8	1	2	14
CRYZ	15	58	500	316	247	240	416	1,029	1,033	1,516	1,294	1,369
CRYZL1	487	982	424	790	1,859	1,497	1,743	1,254	1,564	1,499	1,347	1,388
CS	3,564	4,914	2,643	2,993	10,254	9,017	8,914	10,598	8,545	6,106	7,313	5,813
CSAD	237	323	335	405	324	274	180	232	396	374	346	633
CSAG1	0	0	0	0	0	0	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0	0	0	0	0	0	0
CSAG4	0	0	0	0	0	0	0	0	0	0	0	0
CSDC2	0	0	0	0	0	0	30	0	0	0	0	0
CSDE1	9,045	10,786	6,913	9,492	15,342	19,757	19,046	26,430	22,061	21,053	21,554	19,800
CSE1L	929	877	1,452	1,406	1,185	2,220	2,613	2,718	3,649	3,979	3,820	2,458
CSE1L-AS1	0	2	0	0	0	2	0	6	0	0	0	0
CSF1	7	11	513	420	15	32	3	55	406	714	505	597
CSF1R	8,693	12,978	0	234	11,443	23,546	25,131	35,864	76	30	116	149
CSF2	4	0	0	40	0	0	0	0	27	8	17	0
CSF2RA	0	0	0	0	0	0	0	0	0	0	0	0
CSF2RB	3,430	6,922	67	1	14,650	6,900	6,290	5,897	228	143	34	266
CSF3	0	0	0	1	0	0	0	0	0	0	0	0
CSF3R	23,958	29,581	341	454	98,029	37,507	60,622	56,465	516	87	141	165
CSGALNACT1	212	80	2,860	1,848	70	1,665	105	884	7,006	4,789	5,060	6,198
CSGALNACT2	3,792	6,747	1,588	1,876	10,474	13,551	7,283	9,406	3,795	3,538	3,954	2,918
CSH1	0	0	0	0	0	0	0	0	0	0	0	0
CSH2	0	0	0	0	0	0	0	0	0	0	0	0
CSHL1	0	0	4	0	0	0	0	0	0	0	0	0
CSK	1,490	2,732	709	1,131	7,883	4,508	3,865	4,913	3,352	2,945	3,086	3,318
CSMD1	222	1	190	9	0	2	4	60	5	0	2	5
CSMD2	21	11	80	5	0	0	1	3	2	3	2	3
CSMD2-AS1	0	19	0	0	0	0	0	0	0	0	0	1
CSMD3	79	10	56	48	0	0	5	0	5	1	3	22
CSN1S1	0	1	0	0	0	0	0	0	0	0	2	0
CSN1S2AP	0	0	3	0	0	0	0	0	0	0	0	0
CSN1S2BP	2	0	0	0	0	0	0	0	0	0	0	0
CSN2	2	0	1	0	0	0	0	0	0	0	0	0
CSN3	2	0	43	20	0	3	0	0	0	0	0	12
CSNK1A1	3,174	3,504	1,752	3,592	8,967	9,624	6,316	7,558	6,040	6,316	6,135	5,339
CSNK1A1L	21	21	0	0	26	1	14	0	4	0	0	0
CSNK1A1P1	6	24	3	1	0	0	0	0	0	8	10	0
CSNK1D	3,284	3,808	1,793	3,500	12,861	6,698	8,805	6,464	3,995	4,830	4,455	5,086
CSNK1E	4	141	161	173	497	145	376	205	423	436	570	912
CSNK1G1	316	1,231	868	599	1,028	1,032	1,089	911	1,285	1,398	1,480	984
CSNK1G2	889	1,606	596	719	1,583	1,109	2,547	890	1,830	539	2,004	2,605
CSNK1G2-AS1	3	0	0	0	0	0	0	0	4	1	2	5
CSNK1G3	459	1,380	884	488	1,013	1,367	1,066	2,001	1,322	1,262	1,220	1,021
CSNK2A1	1,090	974	722	633	3,151	3,079	1,917	2,699	2,340	2,320	2,254	1,879
CSNK2A2	40	8	18	177	229	155	71	73	75	157	142	163
CSNK2A3	29	1	4	1	1	0	1	0	7	2	0	0
CSNK2B	1,966	2,314	944	1,563	9,825	6,097	5,774	5,646	3,057	3,625	3,749	3,485
CSPG4	82	46	9	0	16	0	1	5	0	0	3	22
CSPG4P1Y	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	0	0	5	0	0	0	0	0	0	0	0	0
CSPP1	230	437	731	765	180	553	536	961	604	592	854	973
CSRNP1	298	409	1	243	1,723	515	378	2,092	335	430	499	596
CSRNP2	646	1,921	1,068	712	1,004	1,226	850	731	1,403	1,816	1,524	1,254
CSRNP3	252	13	311	59	0	15	6	0	9	2	15	18
CSRP1	1,438	1,471	758	884	4,762	6,943	4,734	4,335	1,693	2,458	2,391	1,763
CSRP2	11	14	9	0	0	0	9	0	0	5	2	2
CSRP2BP	177	419	567	652	533	778	1,089	995	2,009	1,741	1,952	1,539
CSRP3	8	0	3	5	0	0	0	0	1	0	1	0
CST1	0	0	0	0	0	0	0	0	0	0	0	0
CST11	0	0	3	0	0	0	0	1	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0	0	0	0	0	0	0	0
CST3	11,944	15,240	133	271	66,767	42,219	55,453	56,439	234	173	207	268
CST4	0	0	0	0	0	0	0	0	0	0	0	0
CST5	0	1	0	0	0	0	0	0	0	0	1	0
CST6	0	0	0	0	0	2	5	6	0	0	0	0
CST7	194	172	230	995	6,325	1,800	167	1,150	2,064	1,005	1,514	1,758
CST8	0	5	1	0	0	0	0	1	0	0	0	1
CST9	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0	0	0	0
CSTA	2,247	2,495	61	20	14,698	10,033	9,865	8,574	50	42	16	21
CSTB	2,455	3,718	822	1,521	13,781	9,909	8,160	9,524	1,759	2,884	2,898	3,443
CSTF1	434	404	1,006	981	892	1,657	1,371	1,209	2,465	2,562	2,067	1,750
CSTF2	710	672	544	680	1,049	1,387	1,364	1,000	2,085	1,264	1,196	1,115
CSTF2T	609	792	488	1,004	984	1,246	1,217	1,006	1,599	1,752	1,496	757
CSTF3	487	1,049	194	385	723	1,331	900	745	1,976	1,306	1,759	1,038
CSTF3-AS1	21	5	78	7	8	3	5	74	13	18	20	27
CSTL1	0	0	0	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	0	0	0	0	0	1	0	0	0
CT45A10	0	0	0	0	0	0	0	0	0	0	0	0
CT45A4	0	0	0	0	0	0	0	0	0	0	0	0
CT45A5	1	5	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0
CT55	15	3	10	3	0	0	3	0	0	1	0	0
CT62	0	6	39	0	0	0	0	0	0	0	0	0
CT83	0	0	12	0	0	0	0	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0	0	0	0
CTAG2	0	0	0	0	1	32	0	0	0	108	0	0
CTAGE1	11	0	0	0	0	0	0	0	0	0	7	0
CTAGE10P	10	0	9	0	0	0	0	0	0	0	0	0
CTAGE11P	1	5	10	0	0	0	0	0	6	0	0	0
CTAGE15	5	0	3	0	0	0	0	0	2	1	5	4
CTAGE4	1	0	0	1	0	0	1	0	15	8	7	15
CTAGE5	1,523	1,763	470	1,154	1,740	2,955	2,894	3,337	1,842	2,235	2,254	1,791
CTAGE6	0	0	6	4	0	0	0	0	7	0	3	14
CTAGE7P	0	0	39	32	13	0	10	48	9	16	9	6
CTAGE8	0	0	9	3	0	0	0	0	42	6	2	23
CTAGE9	16	0	3	1	3	0	0	0	2	0	5	0
CTB-113P19.1	0	0	0	0	0	0	0	1	0	0	0	0
CTB-12O2.1	0	0	3	7	0	0	0	0	0	0	0	10
CTB-178M22.2	3	0	0	0	0	0	0	0	0	0	0	0
CTB-7E3.1	0	0	1	0	0	0	0	0	0	0	0	0
CTBP1	835	1,251	1,018	1,006	1,995	1,508	3,154	1,111	1,840	784	1,643	2,616
CTBP1-AS	12	3	18	63	21	18	19	27	27	16	43	85
CTBP1-AS2	131	247	461	572	206	219	399	231	1,007	731	645	1,262
CTBP2	1,433	1,201	99	54	2,372	2,429	2,024	2,723	50	58	91	54
CTBS	2,616	2,563	561	702	4,387	3,894	4,641	5,654	2,152	1,350	1,266	1,095
CTC-338M12.4	31	34	23	6	144	77	124	51	70	62	61	61
CTC-436P18.1	0	1	5	8	3	5	5	2	1	2	2	1
CTC1	752	244	2,683	4,736	1,061	995	1,424	820	4,979	5,234	5,456	7,809
CTCF	1,232	1,789	1,537	2,188	1,723	2,412	2,354	3,213	3,621	3,688	4,925	5,405
CTCFL	40	2	30	9	1	2	8	8	8	1	2	29
CTD-2151A2.1	1	0	16	0	0	0	5	0	2	0	0	0
CTD-2194D22.4	1	0	3	2	0	0	0	0	1	0	0	0
CTD-2201E9.1	24	0	37	39	0	0	0	0	9	5	2	0
CTD-2201I18.1	1	84	164	37	1	0	3	3	71	202	162	132
CTD-2270F17.1	1	3	8	7	3	0	33	0	0	4	4	1
CTD-2297D10.2	13	0	0	0	0	0	0	0	0	0	0	0
CTD-2350J17.1	0	0	5	0	0	0	0	0	0	0	0	0
CTD-3080P12.3	3	3	19	3	0	1	0	0	0	0	0	1
CTDNEP1	247	356	185	183	1,021	833	788	987	391	385	458	544
CTDP1	492	1,129	200	525	2,316	1,483	1,779	1,319	1,191	1,289	1,483	1,153
CTDSP1	1,482	1,210	612	667	7,531	3,953	3,392	4,117	984	1,158	1,575	1,517
CTDSP2	1,767	2,812	1,769	2,447	5,560	4,661	5,414	4,891	3,582	4,057	4,346	4,546
CTDSPL	38	0	44	1	79	72	163	102	4	2	68	17
CTDSPL2	976	234	1,557	1,611	1,266	1,452	1,355	1,945	2,575	2,462	2,261	1,444
CTF1	17	44	39	1	15	9	10	0	29	10	11	3
CTGF	0	1	31	22	0	0	25	0	0	0	0	0
CTGLF12P	9	0	56	3	0	11	34	29	2	8	31	33
CTH	2	0	74	12	4	1	54	8	98	70	3	35
CTHRC1	1	0	1	2	0	0	9	0	53	2	0	12
CTIF	189	16	32	0	163	135	155	184	0	0	7	26
CTLA4	0	0	1,164	742	1	29	0	23	1,750	1,608	1,205	1,376
CTNNA1	3,310	3,617	236	247	9,129	9,502	7,264	9,306	597	197	675	795
CTNNA2	25	22	63	7	0	0	4	0	1	0	0	0
CTNNA3	23	0	3	3	0	0	11	2	3	0	7	33
CTNNAL1	3	1	16	37	58	26	43	52	117	144	54	38
CTNNB1	2,106	2,948	1,270	2,293	7,321	5,285	3,171	5,028	7,353	3,804	3,872	4,625
CTNNBIP1	159	117	0	2	606	486	523	420	114	71	147	134
CTNNBL1	1,673	1,520	795	1,303	6,679	5,356	5,420	5,060	2,843	2,682	3,148	3,054
CTNND1	1,489	1,068	241	60	1,247	1,986	2,510	4,372	629	414	367	220
CTNND2	60	0	156	9	0	0	5	0	10	0	0	5
CTNS	377	34	56	141	1,233	1,223	725	629	310	367	475	385
CTPS1	179	14	318	638	1,000	779	492	748	1,876	1,269	861	821
CTPS2	135	96	140	244	180	289	288	659	600	580	301	625
CTR9	1,579	1,050	2,925	2,101	3,197	5,367	4,119	5,847	6,196	6,769	5,827	4,469
CTRB1	0	0	0	0	0	0	0	0	0	0	0	0
CTRB2	0	0	0	0	0	0	0	0	0	0	0	0
CTRC	0	0	0	0	0	3	0	0	0	1	0	2
CTRL	66	28	88	255	259	224	303	173	426	189	141	322
CTSA	11,400	15,640	2,345	2,603	75,806	52,590	28,695	29,978	6,794	8,752	5,091	5,324
CTSB	27,155	35,512	3,248	2,978	175,339	167,942	73,784	87,337	9,706	10,921	11,242	11,069
CTSC	4,474	5,342	942	2,062	12,290	15,734	12,996	16,244	3,784	5,071	4,120	2,968
CTSD	26,542	34,944	1,584	2,151	138,623	148,340	53,012	65,907	4,024	4,578	3,864	4,066
CTSE	1	0	0	0	0	0	0	0	0	0	0	0
CTSF	1	112	717	346	50	25	0	267	1,370	1,044	974	1,725
CTSG	12	0	3	0	151	0	1	17	0	0	0	0
CTSH	3,670	5,697	186	891	33,676	20,233	15,560	20,859	1,466	1,193	893	803
CTSK	386	944	211	227	658	678	614	1,020	486	382	423	543
CTSL	747	626	116	55	3,190	4,562	1,560	1,512	342	512	670	292
CTSL3P	0	0	0	0	0	0	0	0	0	0	0	0
CTSLP2	1	0	19	2	4	0	10	0	4	1	1	0
CTSLP8	0	0	0	0	0	0	0	0	0	0	0	0
CTSO	1,383	1,323	655	927	3,082	3,148	5,873	6,240	3,089	2,845	2,643	2,390
CTSS	96,121	107,669	1,749	2,877	166,232	159,404	192,161	292,960	5,258	4,140	5,209	4,849
CTSV	30	52	5	46	0	3	0	0	1	0	9	14
CTSW	15	373	275	2,120	137	735	298	1,777	2,237	3,153	6,005	3,405
CTSZ	551	456	6	46	1,428	964	1,503	1,427	51	27	54	22
CTTN	17	259	0	0	148	158	457	130	47	122	5	42
CTTNBP2	42	34	57	0	87	3	16	13	0	0	0	0
CTTNBP2NL	555	255	3	1	55	636	301	479	0	15	23	10
CTU1	93	23	34	96	213	160	289	75	153	44	157	136
CTU2	64	223	3	102	453	264	131	171	468	498	239	367
CTXN1	0	0	0	0	0	0	0	0	0	0	0	0
CTXN2	6	106	4	0	0	0	0	0	0	0	0	0
CTXN3	38	0	0	0	0	0	0	0	0	0	0	0
CUBN	31	45	676	328	16	33	34	7	269	105	230	397
CUEDC1	107	170	14	4	415	319	548	448	0	9	0	23
CUEDC2	951	1,020	348	884	5,555	3,881	2,696	3,918	1,857	2,073	1,537	1,506
CUL1	1,665	1,333	2,335	2,388	2,323	4,301	3,425	4,944	6,780	4,919	5,908	5,363
CUL2	680	533	1,093	1,268	1,300	1,997	2,005	1,706	3,124	2,838	2,304	1,516
CUL3	1,715	2,154	1,855	1,322	1,630	2,364	4,712	1,648	3,600	983	3,598	2,497
CUL4A	2,995	1,632	2,589	3,436	2,772	4,762	3,660	4,036	6,180	6,906	5,427	4,904
CUL4B	1,304	1,246	2,358	1,342	1,336	2,275	1,994	2,488	4,598	5,000	4,389	3,457
CUL5	1,043	1,509	1,310	1,520	2,057	2,473	1,706	2,222	2,749	2,164	2,114	1,795
CUL7	521	4	8	134	597	554	572	708	814	723	779	1,018
CUL9	300	170	404	1,690	813	1,023	1,165	769	1,989	1,959	1,908	2,404
CUTA	667	889	1,101	1,439	2,981	2,359	2,603	2,863	3,943	3,751	4,745	5,105
CUTC	647	1,684	398	877	2,617	1,889	1,774	2,423	2,338	1,831	1,831	1,985
CUX1	3,770	3,441	832	723	6,041	5,259	5,455	4,617	1,025	1,239	1,207	1,389
CUX2	2	0	0	3	0	10	13	9	7	4	0	1
CUZD1	21	1	223	4	1	0	1	117	115	59	126	105
CWC15	845	828	823	1,055	3,038	2,763	2,616	2,752	2,262	2,308	2,091	2,074
CWC22	1,223	2,221	1,012	1,633	951	2,066	2,239	1,789	2,561	2,827	2,538	2,170
CWC25	1,458	1,655	1,399	1,444	2,229	3,222	4,005	2,691	2,546	2,870	3,294	2,663
CWC27	854	529	753	530	1,981	1,843	1,793	1,711	1,538	1,800	1,423	1,763
CWF19L1	675	736	881	1,149	3,031	2,649	1,939	1,669	2,126	2,044	1,797	1,544
CWF19L2	321	760	1,032	1,328	444	521	754	996	1,125	1,434	1,336	1,677
CWH43	11	0	3	2	0	0	4	0	0	3	0	0
CX3CL1	0	6	0	3	0	0	0	0	0	0	0	0
CX3CR1	5,488	16,880	503	2,748	6,355	9,274	15,543	21,048	1,821	1,291	719	2,492
CXADR	71	198	214	109	7	7	34	7	69	82	91	79
CXADRP2	82	7	156	57	0	10	50	0	7	1	9	95
CXADRP3	24	51	35	1	0	0	29	0	0	9	1	0
CXCL1	32	0	0	0	137	92	23	162	0	0	0	0
CXCL10	4	143	52	1	33	783	84	555	0	0	21	0
CXCL11	0	0	49	0	0	26	0	0	0	5	0	0
CXCL12	70	0	229	0	0	0	58	0	2	0	0	0
CXCL13	0	0	23	0	0	0	1	0	13	0	0	5
CXCL14	0	3	0	1	0	11	1	0	2	0	0	0
CXCL16	2,933	4,080	44	16	9,550	5,946	3,826	4,503	83	108	187	149
CXCL17	0	0	0	6	0	0	0	0	0	0	0	4
CXCL2	147	144	1	3	159	157	21	143	0	0	0	6
CXCL3	5	11	4	0	17	21	3	29	0	0	1	0
CXCL5	12	1	28	14	103	144	207	399	8	30	21	37
CXCL6	3	0	1	0	0	0	0	0	0	0	0	0
CXCL8	704	266	0	8	386	512	101	531	0	0	1	0
CXCL9	74	0	6	54	0	221	172	14	5	0	0	4
CXCR1	161	219	0	202	2,465	457	237	203	39	0	46	0
